imagen,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,head_x,head_y,neck_x,neck_y
103492_121116.jpg,0.8034188034188035,0.5226586102719033,0.6153846153846154,0.525679758308157,0.6353276353276354,0.8882175226586103,0.37606837606837606,0.8670694864048338,0.3475783475783476,0.7280966767371602,0.1794871794871795,0.676737160120846,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7236467236467237,0.11178247734138973,0.7065527065527065,0.44410876132930516
103492_126971.jpg,0.28732394366197184,0.4557291666666667,0.752112676056338,0.4557291666666667,0.10985915492957747,0.7786458333333334,0.8422535211267606,0.8020833333333334,0.19436619718309858,0.9973958333333334,-1.0,-1.0,0.37183098591549296,0.9817708333333334,0.6985915492957746,0.9739583333333334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5352112676056338,0.12239583333333333,0.5295774647887324,0.34375
103492_131062.jpg,0.42857142857142855,0.32941176470588235,-1.0,-1.0,0.4523809523809524,0.5058823529411764,-1.0,-1.0,0.35714285714285715,0.6235294117647059,-1.0,-1.0,0.5714285714285714,0.7058823529411765,0.42857142857142855,0.7058823529411765,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4523809523809524,0.15294117647058825,0.47619047619047616,0.27058823529411763
103492_149464.jpg,-1.0,-1.0,0.890625,0.46122448979591835,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
103492_149839.jpg,-1.0,-1.0,0.6190476190476191,0.34972677595628415,-1.0,-1.0,0.42857142857142855,0.5901639344262295,-1.0,-1.0,0.5714285714285714,0.47540983606557374,-1.0,-1.0,0.7857142857142857,0.644808743169399,-1.0,-1.0,0.6428571428571429,0.9016393442622951,-1.0,-1.0,-1.0,-1.0,0.8333333333333334,0.11475409836065574,-1.0,-1.0
102657_127193.jpg,0.7051886792452831,0.4234375,0.20754716981132076,0.471875,0.8490566037735849,0.7375,0.2759433962264151,0.840625,0.7617924528301887,0.6625,0.38443396226415094,0.721875,0.6933962264150944,0.934375,0.3561320754716981,0.9625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.35141509433962265,0.1015625,0.41745283018867924,0.3765625
102657_148618.jpg,0.21468926553672316,0.6388308977035491,0.6064030131826742,0.6221294363256785,-1.0,-1.0,0.696798493408663,0.954070981210856,-1.0,-1.0,0.7740112994350282,0.6764091858037579,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4105461393596987,0.1419624217118998,0.3935969868173258,0.48851774530271397
118227_159603.jpg,0.5611510791366906,0.5433333333333333,0.7026378896882494,0.41333333333333333,0.2637889688249401,0.6933333333333334,0.5707434052757794,0.655,0.2422062350119904,0.41833333333333333,0.2158273381294964,0.73,0.5635491606714629,0.9416666666666667,0.4844124700239808,0.7533333333333333,-1.0,-1.0,-0.04316546762589928,0.8516666666666667,-1.0,-1.0,-1.0,-1.0,0.3669064748201439,0.13333333333333333,0.5467625899280576,0.37
118227_173798.jpg,0.5987460815047022,0.42946058091286304,0.3667711598746082,0.49377593360995853,0.6489028213166145,0.6556016597510373,0.31347962382445144,0.8360995850622407,0.7429467084639498,0.5186721991701245,0.5830721003134797,0.7116182572614108,0.5924764890282131,0.8029045643153527,0.40752351097178685,0.8900414937759336,0.9655172413793104,0.8609958506224067,0.8589341692789969,0.9522821576763485,0.9843260188087775,1.161825726141079,0.8275862068965517,1.2074688796680497,0.7115987460815048,0.17634854771784234,0.5047021943573667,0.4024896265560166
118227_176135.jpg,0.6325301204819277,0.32065217391304346,0.5783132530120482,0.30434782608695654,0.5963855421686747,0.5271739130434783,0.5180722891566265,0.5978260869565217,0.5602409638554217,0.5543478260869565,0.5542168674698795,0.5652173913043478,0.3855421686746988,0.8043478260869565,0.30120481927710846,0.842391304347826,0.7409638554216867,0.8804347826086957,0.7469879518072289,0.907608695652174,0.7228915662650602,1.2065217391304348,0.6927710843373494,1.2065217391304348,0.8132530120481928,0.08695652173913043,0.6204819277108434,0.2608695652173913
